[module] running job a91ce9b9-71cd-436a-b0e2-c4e6573e419e
[15:33:25] [S2] batch mini_step=49 optimizer_step=49 discriminator_total=3.6576216220855713 generator_total=33.32391357421875 feature=8.567920684814453 mel=20.030752182006836 kl_ssl=0.0 kl=2.1611146926879883 grad_norm_d=35.159829334074786 grad_norm_g=285.10079068302105 learning_rate=0.0001
[15:33:26] [S2] batch mini_step=50 optimizer_step=50 discriminator_total=3.6343789100646973 generator_total=31.08780288696289 feature=7.031446933746338 mel=18.84383201599121 kl_ssl=0.0 kl=2.5630807876586914 grad_norm_d=35.279071969965855 grad_norm_g=271.62166924174477 learning_rate=0.0001
[15:33:28] [S2] batch mini_step=51 optimizer_step=51 discriminator_total=4.15894889831543 generator_total=29.988523483276367 feature=7.35307502746582 mel=18.338838577270508 kl_ssl=0.0 kl=2.144986629486084 grad_norm_d=39.60249024902107 grad_norm_g=2587.4574642072216 learning_rate=0.0001
[15:33:29] [S2] batch mini_step=52 optimizer_step=52 discriminator_total=3.9081246852874756 generator_total=36.54013442993164 feature=12.213047981262207 mel=19.66565704345703 kl_ssl=0.0 kl=1.9066236019134521 grad_norm_d=42.079084424541655 grad_norm_g=125.22436450376645 learning_rate=0.0001
[15:33:30] [S2] batch mini_step=53 optimizer_step=53 discriminator_total=3.979470729827881 generator_total=20.42186164855957 feature=0.2845974862575531 mel=16.90456199645996 kl_ssl=0.0 kl=1.086246371269226 grad_norm_d=20.185201564257046 grad_norm_g=nan learning_rate=0.0001
[15:33:31] [S2] batch mini_step=54 optimizer_step=54 discriminator_total=4.127599239349365 generator_total=29.69349479675293 feature=7.270837783813477 mel=17.82472801208496 kl_ssl=0.0 kl=2.1809308528900146 grad_norm_d=49.64800207618137 grad_norm_g=305.752874687165 learning_rate=0.0001
[15:33:32] [S2] batch mini_step=55 optimizer_step=55 discriminator_total=3.501445770263672 generator_total=36.276275634765625 feature=9.595017433166504 mel=21.813899993896484 kl_ssl=0.0 kl=2.025820255279541 grad_norm_d=78.93735460555138 grad_norm_g=130.03048161875276 learning_rate=0.0001
[15:33:33] [S2] batch mini_step=56 optimizer_step=56 discriminator_total=3.7915449142456055 generator_total=32.218605041503906 feature=6.371186256408691 mel=21.307819366455078 kl_ssl=0.0 kl=2.206205368041992 grad_norm_d=25.74543662674191 grad_norm_g=484.08251819314665 learning_rate=0.0001
[15:33:34] [S2] batch mini_step=57 optimizer_step=57 discriminator_total=3.800715446472168 generator_total=35.505043029785156 feature=9.828845977783203 mel=21.52541732788086 kl_ssl=0.0 kl=1.1883928775787354 grad_norm_d=79.2147720199019 grad_norm_g=353.99443755903525 learning_rate=0.0001
[15:33:36] [S2] batch mini_step=58 optimizer_step=58 discriminator_total=3.8001019954681396 generator_total=24.618350982666016 feature=6.227160453796387 mel=14.418657302856445 kl_ssl=0.0 kl=1.6173343658447266 grad_norm_d=47.69570885827783 grad_norm_g=530.6474765679799 learning_rate=0.0001
